,Day,Aggregate,AggregateHouse11,AggregateHouse12,AggregateHouse1,AggregateHouse2,AggregateHouse3,AggregateHouse4,AggregateHouse5,AggregateHouse6,AggregateHouse7,AggregateHouse8,AggregateHouse9,AggregateHouse13,AggregateHouse15,AggregateHouse16,AggregateHouse17,AggregateHouse18,AggregateHouse19,AggregateHouse20
313,1115,,,,11801061.0,,,5550426.0,,,7710615.0,13823209.0,,,,,,,,
314,1116,,,,10784899.0,,,5239287.0,,,11157277.0,10291414.0,,,,,,,,
315,1117,,,,11273864.0,,,7038588.0,,,10485611.0,8991253.0,,,,,,,,
316,1118,,,,9331204.0,,,6297565.0,,,8081984.0,10428766.0,,,,,,,,
317,1119,,,,12994394.0,,,5557479.0,,,11371757.0,8623774.0,,,,,,,,
318,1120,,,,10258764.0,,,5688058.0,,,8024161.0,9108317.0,,,,,,,,
319,1121,10343349.0,,,11176844.0,,,5252108.0,,,9870267.0,14213086.0,,,,,,,,
320,1122,8924850.0,,,12367767.0,,,5596645.0,,,10274532.0,10712129.0,,,,,,,,
321,1123,8369145.0,,,12183031.0,,,4820006.0,,,14205580.0,11770851.0,,,,,,,,
322,1124,13964146.0,,,12894424.0,,,6824058.0,,,8322592.0,8015601.0,,,,,,,,
323,1125,12311310.0,,,10014245.0,,,6113025.0,,,11192928.0,8425745.0,,,,,,,,
324,1126,10360901.0,,,11166078.0,,,5223980.0,,,11331314.0,10526092.0,,,,,,,,
325,1127,10529096.0,,,12104974.0,,,5253685.0,,,12595560.0,11305669.0,,,,,,,,
326,1128,9636276.0,,,10126058.0,,,5137424.0,,,8355610.0,14773358.0,,,,,,,,
327,1129,7514956.0,,,7893609.0,,,5146796.0,,12437975.0,9918272.0,14597119.0,,,,,,,,
328,1130,11321669.0,,,8703360.0,,,7414243.0,,15294127.0,12233169.0,13045117.0,,,,,,,,
329,1201,10144807.0,,,9546972.0,,,5705620.0,,14017254.0,10992182.0,11090269.0,,,,,,,,
330,1202,9723707.0,,,10341669.0,,,8348859.0,,16017109.0,7974712.0,10161274.0,,,,,,,,
331,1203,10195603.0,,,9447026.0,,,,,14060528.0,10461084.0,9758610.0,,,,,,,,
332,1204,9841298.0,,,11073475.0,,,,,12573556.0,10540932.0,10007185.0,,,,,,,,
333,1205,11267650.0,,,11321981.0,,,,,16227807.0,12514314.0,15802619.0,,,,,,,,
334,1206,6685721.0,,,11246776.0,,,,,18498188.0,15616186.0,13608215.0,,,,,,,,
335,1207,12117813.0,,,11964786.0,,,,,17568212.0,12808238.0,10865000.0,,,,,,,,
336,1208,10185102.0,,,12323829.0,,,,,12882526.0,9455810.0,8873782.0,,,,,,,,
337,1209,10978546.0,,,9155702.0,,,,,7834570.0,10717384.0,10863915.0,,,,,,,,
338,1210,10129828.0,,,11468923.0,,,,,15000068.0,11202309.0,7953915.0,,,,,,,,
339,1211,13122425.0,,,12299002.0,,,,,14727535.0,8546576.0,10750993.0,,,,,,,,
340,1212,13196686.0,,,10077213.0,,,,,9264767.0,9475240.0,17200298.0,,,,,,,,
341,1213,11717464.0,,,6663769.0,,,,,12453120.0,9987991.0,12534373.0,,,,,,,,
342,1214,12207878.0,,,7073359.0,,,,,17342666.0,13156393.0,9877079.0,,,,,,,,
343,1215,9170200.0,,,7740657.0,,,,,8589374.0,9740319.0,7271376.0,,,,,,,,
344,1216,9122610.0,,,10803956.0,,,,,10174604.0,13227023.0,7865508.0,,,,,,,,
345,1217,9469313.0,,,11774456.0,,,,,15253116.0,9292084.0,12511619.0,,,,,,,,
346,1218,8550434.0,,,10293396.0,,,,,15387146.0,13097405.0,10837424.0,7205635.0,,3235834.0,,,,,
347,1219,14944707.0,,,11578685.0,,,,,12430292.0,8953212.0,9899353.0,5102253.0,,4736686.0,,,,,
348,1220,11770807.0,,,10897696.0,,,,,12629977.0,12012712.0,15534439.0,6139595.0,,2661415.0,,,,,
349,1221,12965226.0,,,9704930.0,,,,,14593768.0,14579608.0,14342048.0,6187436.0,,6284827.0,,,,,
350,1222,14155303.0,,,10357660.0,,,,,15283782.0,14067989.0,11751028.0,6200797.0,,1563736.0,,,,,
351,1223,13209888.0,,,,,,,,16483115.0,13199788.0,14082825.0,6197349.0,,3038249.0,,,,,
352,1224,13081824.0,,,,,,,,18681545.0,14101893.0,14880465.0,17412653.0,,4508548.0,,,,,
353,1225,16382897.0,,,,,,,,19797078.0,15599543.0,15183535.0,6809212.0,,5742743.0,,,,,
354,1226,13540863.0,,,,833673.0,,,,14941211.0,11683120.0,11475393.0,22717508.0,,3939482.0,,,,,
355,1227,8598983.0,,,,,,,,16635614.0,17156442.0,12245871.0,10262365.0,,3972088.0,,,,,
356,1228,12239039.0,,,,,,,,21171500.0,12494028.0,12860037.0,10951938.0,,3881135.0,,,,,
357,1229,6283565.0,,,,,,,,14456718.0,11610098.0,15809796.0,17271933.0,,4335070.0,,,,,
358,1230,11758582.0,,,,,,,,16309262.0,10111333.0,11115524.0,8944704.0,,2192850.0,,,,,
359,1231,13367546.0,,,,,,,,11261118.0,10445373.0,13297739.0,10788399.0,,2374236.0,,,,,
